"gene_id","length"
"ENSG00000115446",4162
"ENSG00000115457",7556
"ENSG00000115459",19451
"ENSG00000115461",7484
"ENSG00000115464",29261
"ENSG00000115468",7453
"ENSG00000115484",5243
"ENSG00000115486",13106
"ENSG00000115504",15089
"ENSG00000115507",6737
"ENSG00000115514",5984
"ENSG00000115520",5084
"ENSG00000115523",10305
"ENSG00000115524",14028
"ENSG00000115525",10720
"ENSG00000115526",8016
"ENSG00000115539",2368
"ENSG00000115540",8668
"ENSG00000115541",4188
"ENSG00000115548",24286
"ENSG00000115556",16053
"ENSG00000115561",11421
"ENSG00000115568",14965
"ENSG00000115590",5649
"ENSG00000115592",6597
"ENSG00000115594",14438
"ENSG00000115598",4574
"ENSG00000115602",10671
"ENSG00000115604",5130
"ENSG00000115641",14591
"ENSG00000115648",17016
"ENSG00000115649",4505
"ENSG00000115652",13497
"ENSG00000115657",11858
"ENSG00000115661",12160
"ENSG00000115677",28829
"ENSG00000115685",10198
"ENSG00000115687",20569
"ENSG00000115694",22730
"ENSG00000115718",8185
"ENSG00000115738",4436
"ENSG00000115750",7237
"ENSG00000115756",8162
"ENSG00000115758",4048
"ENSG00000115760",25056
"ENSG00000115761",5898
"ENSG00000115762",15940
"ENSG00000115806",11437
"ENSG00000115808",10689
"ENSG00000115816",4600
"ENSG00000115825",18710
"ENSG00000115827",15816
"ENSG00000115828",5654
"ENSG00000115839",12514
"ENSG00000115840",10736
"ENSG00000115841",10096
"ENSG00000115844",3543
"ENSG00000115866",6969
"ENSG00000115875",11682
"ENSG00000115884",9355
"ENSG00000115896",16603
"ENSG00000115902",11724
"ENSG00000115904",16927
"ENSG00000115919",3899
"ENSG00000115935",15244
"ENSG00000115942",8877
"ENSG00000115944",8934
"ENSG00000115946",3293
"ENSG00000115947",14108
"ENSG00000115956",3611
"ENSG00000115963",7606
"ENSG00000115966",13663
"ENSG00000115970",26403
"ENSG00000115977",18729
"ENSG00000115993",8598
"ENSG00000115998",9491
"ENSG00000116001",15685
"ENSG00000116005",11320
"ENSG00000116016",12890
"ENSG00000116017",9696
"ENSG00000116030",7239
"ENSG00000116032",3809
"ENSG00000116035",1147
"ENSG00000116039",6328
"ENSG00000116044",12074
"ENSG00000116062",20588
"ENSG00000116095",15139
"ENSG00000116096",2427
"ENSG00000116106",15434
"ENSG00000116117",14058
"ENSG00000116120",4024
"ENSG00000116127",25167
"ENSG00000116128",7198
"ENSG00000116132",11184
"ENSG00000116133",6439
"ENSG00000116138",17059
"ENSG00000116141",10180
"ENSG00000116151",12295
"ENSG00000116157",2101
"ENSG00000116161",9561
"ENSG00000116171",19245
"ENSG00000116183",12073
"ENSG00000116191",10633
"ENSG00000116194",4857
"ENSG00000116198",12164
"ENSG00000116199",6077
"ENSG00000116205",7235
"ENSG00000116209",7314
"ENSG00000116212",3501
"ENSG00000116213",11879
"ENSG00000116221",4408
"ENSG00000116237",8571
"ENSG00000116251",7051
"ENSG00000116254",22470
"ENSG00000116260",12448
"ENSG00000116266",7604
"ENSG00000116273",4479
"ENSG00000116285",6729
"ENSG00000116288",5359
"ENSG00000116299",16428
"ENSG00000116337",20294
"ENSG00000116350",7763
"ENSG00000116353",9829
"ENSG00000116396",18374
"ENSG00000116406",12585
"ENSG00000116455",4551
"ENSG00000116459",5910
"ENSG00000116473",8704
"ENSG00000116478",8972
"ENSG00000116489",5845
"ENSG00000116497",16556
"ENSG00000116514",4150
"ENSG00000116521",6366
"ENSG00000116525",5718
"ENSG00000116539",17557
"ENSG00000116544",5354
"ENSG00000116560",10169
"ENSG00000116574",5108
"ENSG00000116580",25979
"ENSG00000116584",17594
"ENSG00000116586",3018
"ENSG00000116604",14206
"ENSG00000116641",13707
"ENSG00000116649",3769
"ENSG00000116652",1015
"ENSG00000116661",3730
"ENSG00000116663",2988
"ENSG00000116667",11596
"ENSG00000116668",4649
"ENSG00000116670",6118
"ENSG00000116675",11526
"ENSG00000116678",14780
"ENSG00000116679",16646
"ENSG00000116685",5354
"ENSG00000116688",8087
"ENSG00000116690",9998
"ENSG00000116691",7462
"ENSG00000116698",18593
"ENSG00000116701",4895
"ENSG00000116703",3704
"ENSG00000116704",7188
"ENSG00000116711",4069
"ENSG00000116717",3623
"ENSG00000116729",11018
"ENSG00000116731",18773
"ENSG00000116741",3219
"ENSG00000116747",17167
"ENSG00000116750",12602
"ENSG00000116752",2190
"ENSG00000116754",21438
"ENSG00000116761",4597
"ENSG00000116771",2500
"ENSG00000116774",5540
"ENSG00000116783",6693
"ENSG00000116785",4883
"ENSG00000116786",5917
"ENSG00000116791",7406
"ENSG00000116793",14202
"ENSG00000116809",11859
"ENSG00000116815",2542
"ENSG00000116819",2189
"ENSG00000116830",13756
"ENSG00000116852",14042
"ENSG00000116857",9289
"ENSG00000116863",1668
"ENSG00000116871",11912
"ENSG00000116874",8178
"ENSG00000116883",1838
"ENSG00000116885",6927
"ENSG00000116898",5086
"ENSG00000116903",10199
"ENSG00000116906",4947
"ENSG00000116918",9625
"ENSG00000116922",13109
"ENSG00000116954",6537
"ENSG00000116957",5634
"ENSG00000116962",6119
"ENSG00000116977",24511
"ENSG00000116984",20830
"ENSG00000116985",6031
"ENSG00000116990",9352
"ENSG00000116991",11929
"ENSG00000117000",6246
"ENSG00000117009",8943
"ENSG00000117010",5920
"ENSG00000117013",8997
"ENSG00000117016",7898
"ENSG00000117020",10700
"ENSG00000117036",7192
"ENSG00000117054",12340
"ENSG00000117069",7043
"ENSG00000117114",23274
"ENSG00000117115",11704
"ENSG00000117118",4032
"ENSG00000117122",5651
"ENSG00000117133",2052
"ENSG00000117139",14868
"ENSG00000117143",5767
"ENSG00000117148",1861
"ENSG00000117151",11731
"ENSG00000117152",12454
"ENSG00000117153",5940
"ENSG00000117155",13128
"ENSG00000117174",8161
"ENSG00000117222",4849
"ENSG00000117226",12559
"ENSG00000117228",7666
"ENSG00000117242",4443
"ENSG00000117245",8599
"ENSG00000117262",11573
"ENSG00000117266",23320
"ENSG00000117280",10410
"ENSG00000117281",5800
"ENSG00000117289",7079
"ENSG00000117298",12984
"ENSG00000117305",9615
"ENSG00000117308",10048
"ENSG00000117318",2766
"ENSG00000117335",19409
"ENSG00000117360",9399
"ENSG00000117362",8397
"ENSG00000117385",16373
"ENSG00000117394",6155
"ENSG00000117395",6793
"ENSG00000117399",3236
"ENSG00000117400",2304
"ENSG00000117407",7286
"ENSG00000117408",6894
"ENSG00000117410",10504
"ENSG00000117411",7788
"ENSG00000117419",6149
"ENSG00000117425",5319
"ENSG00000117448",7161
"ENSG00000117450",3219
"ENSG00000117461",15486
"ENSG00000117472",5678
"ENSG00000117475",5456
"ENSG00000117477",5555
"ENSG00000117479",6089
"ENSG00000117480",5413
"ENSG00000117481",16041
"ENSG00000117500",15478
"ENSG00000117505",12875
"ENSG00000117507",3829
"ENSG00000117519",7061
"ENSG00000117523",19303
"ENSG00000117525",5140
"ENSG00000117528",14018
"ENSG00000117533",9901
"ENSG00000117543",9477
"ENSG00000117569",20498
"ENSG00000117586",7370
"ENSG00000117592",3419
"ENSG00000117593",7571
"ENSG00000117594",2418
"ENSG00000117595",5931
"ENSG00000117597",11138
"ENSG00000117598",7328
"ENSG00000117600",10012
"ENSG00000117601",2889
"ENSG00000117602",11140
"ENSG00000117614",4255
"ENSG00000117616",19449
"ENSG00000117620",15668
"ENSG00000117625",17019
"ENSG00000117632",9926
"ENSG00000117640",16946
"ENSG00000117643",12574
"ENSG00000117650",5287
"ENSG00000117676",13972
"ENSG00000117682",13616
"ENSG00000117691",2474
"ENSG00000117697",7281
"ENSG00000117707",16436
"ENSG00000117713",24899
"ENSG00000117724",13375
"ENSG00000117748",3457
"ENSG00000117751",7829
"ENSG00000117758",4960
"ENSG00000117791",4974
"ENSG00000117834",13301
"ENSG00000117859",20234
"ENSG00000117862",4895
"ENSG00000117868",9410
"ENSG00000117877",6524
"ENSG00000117899",10137
"ENSG00000117906",9327
"ENSG00000117983",23734
"ENSG00000117984",5872
"ENSG00000118004",6807
"ENSG00000118007",17555
"ENSG00000118017",1771
"ENSG00000118046",13651
"ENSG00000118058",33277
"ENSG00000118094",5869
"ENSG00000118096",7837
"ENSG00000118113",7355
"ENSG00000118156",9354
"ENSG00000118160",9969
"ENSG00000118162",6082
"ENSG00000118181",4395
"ENSG00000118193",7274
"ENSG00000118194",13151
"ENSG00000118197",7393
"ENSG00000118200",12144
"ENSG00000118217",8274
"ENSG00000118242",2113
"ENSG00000118246",10190
"ENSG00000118257",21792
"ENSG00000118260",17297
"ENSG00000118263",15565
"ENSG00000118276",10486
"ENSG00000118292",1580
"ENSG00000118298",6374
"ENSG00000118307",8329
"ENSG00000118308",13457
"ENSG00000118363",5883
"ENSG00000118369",12878
"ENSG00000118402",3042
"ENSG00000118407",13776
"ENSG00000118412",17610
"ENSG00000118418",1427
"ENSG00000118420",10424
"ENSG00000118454",8502
"ENSG00000118473",19459
"ENSG00000118482",26958
"ENSG00000118491",1756
"ENSG00000118495",17090
"ENSG00000118496",9009
"ENSG00000118503",6310
"ENSG00000118507",13059
"ENSG00000118508",1217
"ENSG00000118513",19127
"ENSG00000118514",7317
"ENSG00000118515",28913
"ENSG00000118518",14077
"ENSG00000118523",2339
"ENSG00000118526",7561
"ENSG00000118557",11981
"ENSG00000118564",12321
"ENSG00000118579",12520
"ENSG00000118596",12865
"ENSG00000118600",8477
"ENSG00000118620",8195
"ENSG00000118640",2084
"ENSG00000118655",7153
"ENSG00000118680",1905
"ENSG00000118689",15767
"ENSG00000118690",5684
"ENSG00000118705",4629
"ENSG00000118707",6921
"ENSG00000118762",10020
"ENSG00000118777",7515
"ENSG00000118785",6865
"ENSG00000118804",4904
"ENSG00000118816",7015
"ENSG00000118849",3480
"ENSG00000118855",13160
"ENSG00000118873",13696
"ENSG00000118894",7714
"ENSG00000118898",14640
"ENSG00000118900",15361
"ENSG00000118922",12379
"ENSG00000118939",3247
"ENSG00000118960",10747
"ENSG00000118961",9955
"ENSG00000118965",12523
"ENSG00000118971",7743
"ENSG00000118976",3067
"ENSG00000118985",10161
"ENSG00000118990",321
"ENSG00000118997",23443
"ENSG00000119004",7270
"ENSG00000119013",1549
"ENSG00000119041",10370
"ENSG00000119042",18220
"ENSG00000119048",5902
"ENSG00000119121",10035
"ENSG00000119138",5185
"ENSG00000119139",9830
"ENSG00000119147",3392
"ENSG00000119185",16578
"ENSG00000119203",5478
"ENSG00000119227",5980
"ENSG00000119231",9165
"ENSG00000119242",11335
"ENSG00000119280",11043
"ENSG00000119283",14332
"ENSG00000119285",10493
"ENSG00000119314",12081
"ENSG00000119318",6233
"ENSG00000119321",12919
"ENSG00000119326",4988
"ENSG00000119328",3111
"ENSG00000119333",5027
"ENSG00000119335",8750
"ENSG00000119383",18629
"ENSG00000119392",5646
"ENSG00000119396",4379
"ENSG00000119397",18339
"ENSG00000119401",8104
"ENSG00000119402",14260
"ENSG00000119403",10082
"ENSG00000119408",7293
"ENSG00000119414",9184
"ENSG00000119421",1514
"ENSG00000119431",3133
"ENSG00000119446",6391
"ENSG00000119457",4392
"ENSG00000119471",7681
"ENSG00000119487",14928
"ENSG00000119508",8872
"ENSG00000119509",8882
"ENSG00000119514",3507
"ENSG00000119522",19946
"ENSG00000119523",6382
"ENSG00000119535",20394
"ENSG00000119537",14204
"ENSG00000119541",7693
"ENSG00000119547",16558
"ENSG00000119559",15057
"ENSG00000119574",4881
"ENSG00000119596",13885
"ENSG00000119599",12798
"ENSG00000119608",7349
"ENSG00000119616",5118
"ENSG00000119630",10460
"ENSG00000119632",3669
"ENSG00000119636",7002
"ENSG00000119638",16345
"ENSG00000119640",3521
"ENSG00000119650",7453
"ENSG00000119655",5701
"ENSG00000119661",12629
"ENSG00000119669",4147
"ENSG00000119673",2801
"ENSG00000119681",13754
"ENSG00000119682",16593
"ENSG00000119684",19288
"ENSG00000119685",19451
"ENSG00000119686",8575
"ENSG00000119688",20519
"ENSG00000119689",10602
"ENSG00000119698",6314
"ENSG00000119699",8019
"ENSG00000119703",10026
"ENSG00000119705",4698
"ENSG00000119707",20791
"ENSG00000119711",10835
"ENSG00000119714",9943
"ENSG00000119715",6531
"ENSG00000119718",5481
"ENSG00000119720",14234
"ENSG00000119723",17609
"ENSG00000119725",15897
"ENSG00000119729",7140
"ENSG00000119737",2115
"ENSG00000119760",10286
"ENSG00000119771",16187
"ENSG00000119772",12418
"ENSG00000119777",12541
"ENSG00000119778",18706
"ENSG00000119782",5920
"ENSG00000119787",14221
"ENSG00000119801",6991
"ENSG00000119812",12124
"ENSG00000119820",13379
"ENSG00000119844",14758
"ENSG00000119862",8365
"ENSG00000119865",5687
"ENSG00000119878",3677
"ENSG00000119888",4760
"ENSG00000119899",4887
"ENSG00000119900",9217
"ENSG00000119906",10216
"ENSG00000119912",11917
"ENSG00000119915",1371
"ENSG00000119917",2640
"ENSG00000119922",3489
"ENSG00000119927",14421
"ENSG00000119929",2524
"ENSG00000119938",2524
"ENSG00000119943",5976
"ENSG00000119946",12025
"ENSG00000119950",11033
"ENSG00000119953",7106
"ENSG00000119965",6032
"ENSG00000119969",15951
"ENSG00000119977",5884
"ENSG00000119979",10910
"ENSG00000119986",1457
"ENSG00000120008",21098
"ENSG00000120029",7730
"ENSG00000120049",10365
"ENSG00000120051",4930
"ENSG00000120053",3757
"ENSG00000120063",6373
"ENSG00000120068",3275
"ENSG00000120071",34539
"ENSG00000120075",2041
"ENSG00000120093",17785
"ENSG00000120129",2019
"ENSG00000120137",11371
"ENSG00000120149",2859
"ENSG00000120156",7151
"ENSG00000120158",7237
"ENSG00000120159",6559
"ENSG00000120162",7290
"ENSG00000120215",4529
"ENSG00000120217",8212
"ENSG00000120251",18957
"ENSG00000120253",11304
"ENSG00000120254",7734
"ENSG00000120256",4848
"ENSG00000120262",6833
"ENSG00000120265",6953
"ENSG00000120278",8287
"ENSG00000120279",6143
"ENSG00000120306",2777
"ENSG00000120314",12606
"ENSG00000120318",11275
"ENSG00000120322",2711
"ENSG00000120324",3274
"ENSG00000120327",5148
"ENSG00000120328",5369
"ENSG00000120333",3564
"ENSG00000120334",8206
"ENSG00000120337",2184
"ENSG00000120341",11480
"ENSG00000120370",7470
"ENSG00000120437",6432
"ENSG00000120438",11946
"ENSG00000120451",17436
"ENSG00000120457",8077
"ENSG00000120458",10274
"ENSG00000120500",2370
"ENSG00000120509",2331
"ENSG00000120519",13205
"ENSG00000120526",7275
"ENSG00000120533",17738
"ENSG00000120539",6176
"ENSG00000120549",20893
"ENSG00000120555",1652
"ENSG00000120594",15026
"ENSG00000120616",16348
"ENSG00000120645",14388
"ENSG00000120647",8642
"ENSG00000120656",3434
"ENSG00000120658",4573
"ENSG00000120662",8108
"ENSG00000120664",970
"ENSG00000120669",4351
"ENSG00000120675",3462
"ENSG00000120685",12550
"ENSG00000120686",7543
"ENSG00000120688",3227
"ENSG00000120690",10233
"ENSG00000120693",6812
"ENSG00000120694",9547
"ENSG00000120696",4734
"ENSG00000120697",3788
"ENSG00000120699",6416
"ENSG00000120705",10198
"ENSG00000120708",17074
"ENSG00000120709",11606
"ENSG00000120725",7850
"ENSG00000120727",6365
"ENSG00000120729",6130
"ENSG00000120733",16651
"ENSG00000120738",3138
"ENSG00000120742",12221
"ENSG00000120756",9337
"ENSG00000120784",16750
"ENSG00000120798",13035
"ENSG00000120800",11709
"ENSG00000120802",16272
"ENSG00000120805",9378
"ENSG00000120820",5748
"ENSG00000120832",7659
"ENSG00000120833",15468
"ENSG00000120837",6356
"ENSG00000120860",6507
"ENSG00000120868",17660
"ENSG00000120875",8130
"ENSG00000120885",14411
"ENSG00000120889",12840
"ENSG00000120896",15206
"ENSG00000120899",11187
"ENSG00000120910",5691
"ENSG00000120913",14931
"ENSG00000120915",9279
"ENSG00000120925",13296
"ENSG00000120942",6606
"ENSG00000120948",8517
"ENSG00000120949",9998
"ENSG00000120963",12158
"ENSG00000120992",8563
"ENSG00000121005",6793
"ENSG00000121022",15381
"ENSG00000121039",6864
"ENSG00000121053",2708
"ENSG00000121057",13928
"ENSG00000121058",3116
"ENSG00000121060",11262
"ENSG00000121064",10523
"ENSG00000121067",15100
"ENSG00000121068",12006
"ENSG00000121073",14606
"ENSG00000121075",7545
"ENSG00000121089",648
"ENSG00000121101",10629
"ENSG00000121104",7259
"ENSG00000121152",7015
"ENSG00000121207",15816
"ENSG00000121210",9042
"ENSG00000121211",2378
"ENSG00000121236",13563
"ENSG00000121270",12481
"ENSG00000121274",17838
"ENSG00000121281",16953
"ENSG00000121289",10025
"ENSG00000121297",6452
"ENSG00000121310",23061
"ENSG00000121316",4221
"ENSG00000121318",1042
"ENSG00000121335",1933
"ENSG00000121350",10488
"ENSG00000121361",2896
"ENSG00000121380",10213
"ENSG00000121390",4338
"ENSG00000121406",13790
"ENSG00000121410",6979
"ENSG00000121413",23069
"ENSG00000121417",21014
"ENSG00000121440",17261
"ENSG00000121454",8407
"ENSG00000121481",5422
"ENSG00000121486",9439
"ENSG00000121542",7377
"ENSG00000121552",1572
"ENSG00000121577",8154
"ENSG00000121578",14208
"ENSG00000121579",12910
"ENSG00000121621",6720
"ENSG00000121644",6439
"ENSG00000121653",3952
"ENSG00000121671",8756
"ENSG00000121680",6283
"ENSG00000121690",4507
"ENSG00000121691",4990
"ENSG00000121716",12855
"ENSG00000121741",21068
"ENSG00000121743",5211
"ENSG00000121749",13630
"ENSG00000121753",18192
"ENSG00000121766",3766
"ENSG00000121769",2028
"ENSG00000121774",7314
"ENSG00000121775",8443
"ENSG00000121848",10436
"ENSG00000121851",3566
"ENSG00000121858",5874
"ENSG00000121864",8905
"ENSG00000121879",10704
"ENSG00000121892",15148
"ENSG00000121895",3954
"ENSG00000121897",5375
"ENSG00000121898",6501
"ENSG00000121900",3234
"ENSG00000121903",6846
"ENSG00000121904",26945
"ENSG00000121905",3266
"ENSG00000121931",6910
"ENSG00000121933",7131
"ENSG00000121940",8902
"ENSG00000121957",9906
"ENSG00000121964",23578
"ENSG00000121988",15590
"ENSG00000121989",10508
"ENSG00000122008",20729
"ENSG00000122026",4193
"ENSG00000122033",4488
"ENSG00000122034",5693
"ENSG00000122035",2465
"ENSG00000122042",4384
"ENSG00000122068",13846
"ENSG00000122085",23771
"ENSG00000122121",3828
"ENSG00000122126",6960
"ENSG00000122140",6724
"ENSG00000122176",4393
"ENSG00000122188",6797
"ENSG00000122194",11265
"ENSG00000122203",10222
"ENSG00000122218",8298
"ENSG00000122257",18204
"ENSG00000122299",14495
"ENSG00000122335",17238
"ENSG00000122359",13015
"ENSG00000122367",12518
"ENSG00000122376",5507
"ENSG00000122378",2953
"ENSG00000122386",4794
"ENSG00000122390",19473
"ENSG00000122406",4085
"ENSG00000122417",17986
"ENSG00000122420",8663
"ENSG00000122432",7676
"ENSG00000122435",5813
"ENSG00000122477",1942
"ENSG00000122481",6886
"ENSG00000122482",15061
"ENSG00000122483",13392
"ENSG00000122484",18786
"ENSG00000122490",15287
"ENSG00000122497",5104
"ENSG00000122507",11704
"ENSG00000122512",5896
"ENSG00000122515",16940
"ENSG00000122543",1075
"ENSG00000122545",13322
"ENSG00000122547",8511
"ENSG00000122550",19458
"ENSG00000122557",7502
"ENSG00000122565",8911
"ENSG00000122566",16915
"ENSG00000122574",6232
"ENSG00000122591",15867
"ENSG00000122641",10099
"ENSG00000122642",12542
"ENSG00000122643",9155
"ENSG00000122644",8204
"ENSG00000122674",8769
"ENSG00000122678",17353
"ENSG00000122679",2101
"ENSG00000122687",7561
"ENSG00000122691",2735
"ENSG00000122692",7476
"ENSG00000122694",7172
"ENSG00000122696",5983
"ENSG00000122705",6918
"ENSG00000122707",7196
"ENSG00000122729",9634
"ENSG00000122733",8774
"ENSG00000122735",6320
"ENSG00000122741",14657
"ENSG00000122778",15743
"ENSG00000122779",12854
"ENSG00000122783",11155
"ENSG00000122786",23304
"ENSG00000122824",2631
"ENSG00000122861",5160
"ENSG00000122862",2010
"ENSG00000122863",6970
"ENSG00000122870",6852
"ENSG00000122873",4223
"ENSG00000122877",6904
"ENSG00000122882",7212
"ENSG00000122884",4738
"ENSG00000122912",13155
"ENSG00000122952",8895
"ENSG00000122958",10434
"ENSG00000122965",9604
"ENSG00000122966",27947
"ENSG00000122970",11135
"ENSG00000122971",3602
"ENSG00000122986",6046
"ENSG00000123009",1107
"ENSG00000123064",10251
"ENSG00000123066",16835
"ENSG00000123080",5329
"ENSG00000123091",4631
"ENSG00000123094",16372
"ENSG00000123095",4625
"ENSG00000123096",8844
"ENSG00000123104",16486
"ENSG00000123106",11231
"ENSG00000123119",10141
"ENSG00000123124",10384
"ENSG00000123130",8604
"ENSG00000123131",3216
"ENSG00000123136",11987
"ENSG00000123143",11101
"ENSG00000123144",4083
"ENSG00000123146",9864
"ENSG00000123154",7141
"ENSG00000123159",9179
"ENSG00000123178",3668
"ENSG00000123179",4008
"ENSG00000123191",15937
"ENSG00000123200",15587
"ENSG00000123213",15955
"ENSG00000123219",9096
"ENSG00000123240",8307
"ENSG00000123243",20826
"ENSG00000123268",4622
"ENSG00000123297",7878
"ENSG00000123329",16191
"ENSG00000123342",14180
"ENSG00000123349",9066
"ENSG00000123352",14748
"ENSG00000123353",4428
"ENSG00000123358",22259
"ENSG00000123374",12121
"ENSG00000123384",27861
"ENSG00000123395",5277
"ENSG00000123405",6203
"ENSG00000123411",20851
"ENSG00000123415",14149
"ENSG00000123416",8837
"ENSG00000123427",6801
"ENSG00000123444",12027
"ENSG00000123453",7569
"ENSG00000123454",3274
"ENSG00000123472",14287
"ENSG00000123473",14243
"ENSG00000123485",8046
"ENSG00000123496",2176
"ENSG00000123500",7653
"ENSG00000123505",6696
"ENSG00000123545",3578
"ENSG00000123552",26796
"ENSG00000123560",13936
"ENSG00000123562",12147
"ENSG00000123570",3748
"ENSG00000123572",13357
"ENSG00000123575",9694
"ENSG00000123595",2776
"ENSG00000123600",17402
"ENSG00000123607",10962
"ENSG00000123609",4395
"ENSG00000123610",1923
"ENSG00000123612",9884
"ENSG00000123636",28715
"ENSG00000123643",9518
"ENSG00000123684",9568
"ENSG00000123685",3380
"ENSG00000123689",866
"ENSG00000123700",7077
"ENSG00000123728",6124
"ENSG00000123737",9783
"ENSG00000123739",7249
"ENSG00000123810",2204
"ENSG00000123815",10700
"ENSG00000123836",13107
"ENSG00000123838",2864
"ENSG00000123870",4579
"ENSG00000123892",3119
"ENSG00000123901",6057
"ENSG00000123908",10170
"ENSG00000123933",9668
"ENSG00000123965",3844
"ENSG00000123975",613
"ENSG00000123977",4852
"ENSG00000123983",10812
"ENSG00000123989",6122
"ENSG00000123992",10656
"ENSG00000123999",2113
"ENSG00000124006",24076
"ENSG00000124067",19723
"ENSG00000124074",5911
"ENSG00000124091",2064
"ENSG00000124097",636
"ENSG00000124098",3660
"ENSG00000124103",1577
"ENSG00000124104",14337
"ENSG00000124107",596
"ENSG00000124116",4735
"ENSG00000124120",11289
"ENSG00000124126",11325
"ENSG00000124134",5554
"ENSG00000124140",9433
"ENSG00000124145",3700
"ENSG00000124151",12359
"ENSG00000124155",8403
"ENSG00000124159",3943
"ENSG00000124160",3674
"ENSG00000124164",18239
"ENSG00000124171",4914
"ENSG00000124172",6113
"ENSG00000124177",18813
"ENSG00000124181",13984
"ENSG00000124191",7271
"ENSG00000124193",5001
"ENSG00000124194",5004
"ENSG00000124198",9097
"ENSG00000124201",15427
"ENSG00000124207",5668
"ENSG00000124209",9702
"ENSG00000124212",6922
"ENSG00000124214",6419
"ENSG00000124215",10766
"ENSG00000124216",1686
"ENSG00000124217",2458
"ENSG00000124222",15274
"ENSG00000124224",13007
"ENSG00000124225",11820
"ENSG00000124226",2440
"ENSG00000124228",11265
"ENSG00000124243",5641
"ENSG00000124249",1320
"ENSG00000124251",2822
"ENSG00000124257",1768
"ENSG00000124275",16191
"ENSG00000124279",8372
"ENSG00000124299",8191
"ENSG00000124313",11072
"ENSG00000124333",6317
"ENSG00000124343",5998
"ENSG00000124356",11454
"ENSG00000124357",23825
"ENSG00000124370",2549
"ENSG00000124374",6279
"ENSG00000124380",3982
"ENSG00000124383",6082
"ENSG00000124399",780
"ENSG00000124406",22978
"ENSG00000124422",10385
"ENSG00000124440",15073
"ENSG00000124444",9201
"ENSG00000124459",7131
"ENSG00000124466",4131
"ENSG00000124467",10364
"ENSG00000124486",16525
"ENSG00000124496",12267
"ENSG00000124507",9224
"ENSG00000124508",16252
"ENSG00000124523",7496
"ENSG00000124532",11090
"ENSG00000124535",5528
"ENSG00000124541",2692
"ENSG00000124549",7834
"ENSG00000124557",2895
"ENSG00000124562",2159
"ENSG00000124570",4222
"ENSG00000124571",14581
"ENSG00000124574",15306
"ENSG00000124575",777
"ENSG00000124587",5095
"ENSG00000124588",3407
"ENSG00000124593",12248
"ENSG00000124596",14105
"ENSG00000124602",3855
"ENSG00000124608",4589
"ENSG00000124613",5674
"ENSG00000124614",2551
"ENSG00000124615",19299
"ENSG00000124635",2457
"ENSG00000124641",8288
"ENSG00000124659",3753
"ENSG00000124678",11311
"ENSG00000124688",3108
"ENSG00000124701",1151
"ENSG00000124702",3385
"ENSG00000124713",1072
"ENSG00000124733",1089
"ENSG00000124743",7648
"ENSG00000124749",13863
"ENSG00000124762",7264
"ENSG00000124766",6958
"ENSG00000124767",3951
"ENSG00000124772",6763
"ENSG00000124782",25378
"ENSG00000124783",20031
"ENSG00000124784",6088
"ENSG00000124785",2397
"ENSG00000124786",3389
"ENSG00000124787",3832
"ENSG00000124788",19629
"ENSG00000124789",5868
"ENSG00000124795",6636
"ENSG00000124802",2992
"ENSG00000124813",18364
"ENSG00000124831",21943
"ENSG00000124835",2231
"ENSG00000124839",12213
"ENSG00000124875",2683
"ENSG00000124882",6507
"ENSG00000124920",17812
"ENSG00000124942",21409
"ENSG00000125037",5853
"ENSG00000125089",24013
"ENSG00000125107",20267
"ENSG00000125122",5606
"ENSG00000125124",20953
"ENSG00000125144",1408
"ENSG00000125148",3374
"ENSG00000125149",9526
"ENSG00000125166",6918
"ENSG00000125170",10560
"ENSG00000125246",9286
"ENSG00000125247",11730
"ENSG00000125249",6390
"ENSG00000125257",13507
"ENSG00000125266",4461
"ENSG00000125304",4618
"ENSG00000125319",6365
"ENSG00000125337",3566
"ENSG00000125347",13906
"ENSG00000125351",4128
"ENSG00000125352",1295
"ENSG00000125354",14036
"ENSG00000125355",6879
"ENSG00000125356",766
"ENSG00000125375",8689
"ENSG00000125378",7630
"ENSG00000125384",3026
"ENSG00000125386",12054
"ENSG00000125388",8150
"ENSG00000125398",3935
"ENSG00000125409",7692
"ENSG00000125430",7185
"ENSG00000125434",9637
"ENSG00000125445",6352
"ENSG00000125447",22840
"ENSG00000125449",5611
"ENSG00000125450",12928
"ENSG00000125454",8267
"ENSG00000125457",8309
"ENSG00000125458",8661
"ENSG00000125459",15737
"ENSG00000125482",3633
"ENSG00000125484",9539
"ENSG00000125485",11640
"ENSG00000125503",12064
"ENSG00000125505",14225
"ENSG00000125508",1516
"ENSG00000125510",3706
"ENSG00000125520",5841
"ENSG00000125531",1201
"ENSG00000125534",2266
"ENSG00000125551",2715
"ENSG00000125611",5171
"ENSG00000125618",14198
"ENSG00000125629",8806
"ENSG00000125630",22302
"ENSG00000125631",2347
"ENSG00000125633",10253
"ENSG00000125637",27156
"ENSG00000125648",9827
"ENSG00000125650",4382
"ENSG00000125651",5884
"ENSG00000125652",1970
"ENSG00000125656",4597
"ENSG00000125657",1657
"ENSG00000125675",11761
"ENSG00000125676",19549
"ENSG00000125686",12288
"ENSG00000125691",11279
"ENSG00000125703",3549
"ENSG00000125730",14393
"ENSG00000125731",9963
"ENSG00000125733",10237
"ENSG00000125734",9662
"ENSG00000125735",4049
"ENSG00000125740",16662
"ENSG00000125741",11224
